Word		No. of occurrences
balu		15
balvan		6
balvanem		3
balvany		9
baly		18
balzam		18
balzamovali		3
balzamovani		3
balzamove		3
balzamovniku		12
balzamovy		3
balzamovych		3
balzamovym		3
balzamu		18
balzamy		42
bana		3
banku		3
barbar		3
barbaru		3
barevne		3
barim		6
barimskych		6
barimu		3
barva		12
barvivem		6
barvivo		12
barvy		3
basanske		12
basanskeho		39
basansky		9
basanskych		3
basanskym		3
basansti		3
basniku		3
bastu		3
bat		171
batu		27
batua		3
bav		6
bavam		9
baven		3
bavil		3
bavlnene		3
bavte		3
bavy		3
bazamovniku		3
bazen		234
bazi		6
bazilisci		3
bazilisek		3
bazilisku		3
bazilisky		3
bazina		3
baziny		3
bazite		3
bazlivosti		3
bazne		30
bazni		84
bba		9
bcane		3
bcerstvete		3
bcerstvi		3
bcerstvim		3
bchazel		3
bchazeli		6
bchazite		3
bchodovali		12
bchodovaly		3
bcovali		3
bda		3
bdar		6
bdaril		3
bdarim		12
bdeel		3
bdeelovu		3
bdel		12
bdele		3
bdeli		12
bdelo		3
bdeme		3
bdeni		12
bdete		12
bdi		33
bdiasovo		3
bdici		3
bdiciho		3
bdiela		3
bdiho		3
bdijas		3
bdit		24
bdiuv		3
bdivujes		3
bdon		21
bdonovi		3
bduv		3
beceni		6
bed		69
bed-edom		9
bed-edoma		24
bed-edomova		6
bed-edomovcu		3
bed-edomove		3
bed-edomovi		6
bed-edomovu		6
bed-edomovych		3
bed-nega		12
bed-nego		21
bed-negovi		6
bed-negovu		3
bed-neguv		3
beda		96
bedam		3
beder		54
bedlive		108
bedmelek		12
bedmelekovi		6
bednemu		3
bedny		3
bednych		3
bedova		6
bedovani		45
bedovano		3
bedovat		6
bedra		87
bedrach		3
bedrech		33
bedrum		3
beduj		6
beduji		6
bedujte		3
beduv		12
bedy		18
beerotskych		6
beh		27
behaji		9
behali		9
behaly		15
behat		6
behem		12
behemota		3
behoun		3
behu		6
bej		18
bejdete		3
bejdi		9
bejte		45
bekerska		3
bel		12
bel-bet-maace		3
bel-bet-maaku		6
bel-keramim		3
bel-majim		3
bel-mechole		3
bel-mecholy		3
bel-misrajim		3
bel-sitimu		3
bela		15
belava		3
belave		15
belavou		3
belavy		3
belavych		3
belejsi		9
belel		3
beleni		3
beli		12
belic		3
beloskvouci		3
belostne		12
belostneho		15
belostny		3
belostnych		3
belostnym		9
belousi		6
belova		3
belovi		6
belovy		3
belska		3
belsky		3
belu		6
bema		6
ben-ezer		3
ben-ezeru		6
benjaminske		18
benjaminskeho		3
benjaminskem		3
benjaminskych		3
benjaminsti		3
ber		12
bera		3
beran		51
berana		192
beranci		6
beranek		72
beranem		3
berani		21
beranich		24
beraniho		3
beranka		276
berankem		3
berankovi		3
beranku		132
berankum		9
beranky		42
beranovi		3
beranu		123
berany		57
bere		21
beres		18
berete		9
berijska		3
berla		3
berlou		12
berly		3
berni		3
berou		27
berte		3
beru		18
beryl		3
berylove		3
bes		3
beslali		6
besli		3
besni		9
besnil		3
besnis		12
besnit		3
besove		6
bestrel		3
besum		9
besy		3
bet		21
betavenske		3
betazmavetskych		3
betchoronske		3
betchoronskemu		3
betelske		3
betelsky		3
betelskych		6
betelskym		3
beti		9
betkeremskeho		3
betlemske		12
betlemskych		6
betni		9
betoval		9
betovali		6
betsanskeho		3
betsanskych		3
betsemesske		3
betsemessti		3
betsurskeho		3
betuj		3
betujeme		3
betuji		6
betujte		3
bez		1182
bezbozne		12
bezboznemu		6
bezbozni		6
bezboznikum		3
bezboznost		3
bezboznosti		12
bezbozny		6
bezboznych		9
bezboznym		6
bezbrannem		3
bezbranni		3
bezce		15
bezcem		3
bezcenna		3
bezcenne		3
bezcenneho		3
bezcestnych		6
bezci		6
bezcu		12
bezcum		6
bezdecne		6
bezdetna		3
bezdetneho		3
bezdetni		6
bezdetnost		3
bezdetnosti		3
bezdetnou		3
bezdetny		9
bezdomovce		30
bezdomovcem		3
bezdomovci		24
bezdomovcu		3
bezdomovcum		3
bezdomovec		18
bezduvodne		21
beze		57
bezectnou		3
bezectny		3
bezednych		3
bezejmenni		3
bezel		33
bezela		6
bezeli		6
bezelstne		12
bezelstni		3
bezelstnych		6
bezely		3
bezesnych		6
bezet		3
bezhlavi		3
bezi		33
bezim		9
bezis		3
bezmezne		6
bezmocna		3
bezmocnemu		6
bezmocni		9
bezmocnych		3
bezmocnym		3
beznadeje		6
beznadeji		6
bezne		3
beznych		3
beznym		6
bezohledne		9
bezohlednost		3
bezostysne		9
bezpeci		114
bezpecna		3
bezpecne		63
bezpecnych		3
bezpocet		15
bezpocetny		3
bezpochyby		3
bezpoctu		3
bezpodminecne		9
bezpravi		75
bezpravim		15
bezpravne		3
bezradne		3
bezradni		3
bezradnych		3
bezretne		6
bezstarostne		12
bezstarostnemu		3
bezstarostny		12
bezstarostnym		3
beztak		6
bezuhonna		12
bezuhonne		45
bezuhonneho		12
bezuhonnemu		6
bezuhonni		21
bezuhonnost		9
bezuhonnosti		27
bezuhonnou		6
bezuhonny		45
bezuhonnych		3
bezuhonnym		6
bezuzdne		6
bezuzdnost		6
bezuzdnostech		3
bezuzdnosti		6
bezuzdny		3
bezvode		3
bezvodou		3
bezvyhradne		3
bezvyznamna		3
bezvyznamneho		3
bezvyznamny		3
bezvyznamnymi		3
bezzivoti		9
bhajovat		3
bhlednete		3
bi-albon		3
bia		3
biasaf		3
biatara		3
bibu		3
bic		6
bicem		9
bichajil		3
bichajila		6
bichajilova		3
bichajiluv		3
bici		12
bicovani		6
bicovat		12
bicujici		6
bida		15
bidaci		6
bidak		6
bidaka		6
bidakovi		3
bidaku		6
bidan		12
bidana		3
bide		3
bidneho		3
bidny		3
bidou		3
bidu		6
biel		3
biela		3
bielovymi		3
biezer		9
biezera		3
biezerovce		3
biezerovcum		3
biezerovo		3
biezerskemu		3
bigajil		21
bigajile		12
bigajilou		6
bigajilu		3
bigajily		6
bigale		3
bihajilu		3
bihu		33
bihua		3
bihud		3
bij		9
bija		6
bijam		9
bijamem		3
bijamova		3
bijamovych		3
bijas		45
bijase		9
bijasem		6
bijasova		3
bijasovych		6
bije		24
bijes		9
biji		6
bijice		3
bijiciho		3
bijite		3
bijte		9
bil		75
bila		15
bile		153
bileho		12
bilek		3
bilem		12
bilene		3
bili		45
bilo		3
bilocervena		3
bilou		30
bily		33
bilych		3
bimaela		6
bimelek		72
bimeleka		33
bimelekem		6
bimelekovi		33
binadab		3
binadaba		15
binadabova		12
binadabovi		3
binadabuv		3
biner		3
binoamova		3
binoamuv		9
biova		3
biral		3
birala		3
birali		3
biram		9
birama		6
birame		3
biramem		3
biramova		6
biramovi		6
biramuv		3
bisag		6
bisagu		9
bisaj		24
bisaje		3
bisajem		12
bisajovi		21
bisalomova		6
biskup		6
biskupem		3
biskupum		3
bisua		9
bisur		3
bisurovy		3
bisuu		3
bisuy		3
bit		78
bitaly		6
bitevni		9
bitevnim		3
biti		15
bituba		3
bitva		6
bitve		63
bitvu		12
bitvy		45
bity		3
biu		3
biud		3
biuda		3
bjasaf		3
bjasafa		6
bjatar		30
bjatara		21
bjatarem		3
bjatarovi		21
bjatarovym		6
bjataruv		9
bjevili		6
bjevuji		3
bjimal		3
bklic		3
bklicili		6
bklicte		3
bklop		3
bklopili		3
bklopite		3
bklopovala		3
blaboli		3
blaha		6
blaho		21
blahobyt		21
blahobytem		6
blahobytu		15
blahoreci		3
blahorecil		3
blahorecit		3
blahoslavena		3
blahoslaveneho		3
blahoslaveni		6
blahoslavenstvi		3
blahoslaveny		3
blahoslavily		3
blahoslavime		3
blahoslavit		9
blahova		6
blahovost		3
blahu		3
blak		9
blaka		6
blakovy		6
blata		15
blate		3
blatem		6
blato		24
blaze		57
blazen		9
blazene		3
blazenosti		3
blazi		3
blazit		3
blaznem		3
blazni		6
blaznite		3
blaznivemu		3
blaznivym		3
blaznovskou		3
blaznovstvi		15
blaznovstvim		15
blazny		3
blechu		6
blecou		3
blecte		3
bleda		3
blede		3
blednou		3
blehli		9
blehly		6
blekal		3
blekl		3
blekli		3
blekne		3
bleknes		3
bleknu		3
blesk		21
bleskem		9
blesku		12
blesky		36
blibena		3
blibenci		3
blistiveho		3
bliz		6
blizci		6
blize		3
blizek		3
blizi		27
blizil		6
blizili		9
blizka		21
blizke		18
blizko		183
blizkost		3
blizkosti		30
blizky		21
blizkych		9
blizkym		15
blizkymi		3
blizni		6
bliznich		3
blizniho		171
bliznim		21
bliznimu		87
blizsi		6
blizsiho		3
bloud		21
blouda		6
bloudi		30
bloudici		6
bloudicim		3
bloudil		3
bloudila		3
bloudili		15
bloudit		9
bloudival		3
bloudove		3
bloudovi		3
blouzneni		3
blouzni		9
blouznivci		3
blozeni		3
blozeny		3
blozil		9
blozis		6
blud		3
bluda		3
bludne		9
bludnou		3
bludu		3
bludy		6
blyska		6
blyskal		6
blyskalo		3
blyskani		6
blyskanim		3
blyskas		3
blyskavice		3
blyskavy		3
blysti		3
bnazena		3
bner		99
bnera		33
bnere		6
bnerem		9
bnerove		3
bnerovi		15
bnerovych		3
bnerovym		3
bneruv		6
bnovuje		3
boby		6
bochanek		12
bochankem		3
bochanku		3
bochanky		12
bochnicek		3
bochnickem		6
bochnik		3
bochniku		9
bochniky		3
bocich		15
bocni		9
bocnich		3
bocnicim		6
boda		3
bodalo		3
bodce		3
bodcem		6
bodci		3
bodcum		3
bodl		3
bodlaci		36
bodlacim		6
bodne		3
bodu		3
boha		105
bohabojnejsim		3
bohabojni		3
bohabojnost		3
bohabojny		3
bohac		18
bohace		3
bohacem		3
bohaci		15
bohacovi		9
bohaprazdne		3
bohaprazdni		3
bohat		6
bohata		9
bohate		30
bohateho		9
bohatemu		9
bohati		30
bohatli		9
bohatne-li		3
bohatou		6
bohatstvi		156
bohatstvim		30
bohaty		42
bohatych		6
bohatym		6
bohatymi		3
bohatyr		81
bohatyra		24
bohatyre		9
bohatyrech		3
bohatyrem		6
bohatyri		129
bohatyrska		18
bohatyrske		39
bohatyrskou		57
bohatyrsky		12
bohatyrskych		39
bohatyrskymi		6
bohatyrsti		3
bohatyru		111
bohatyrum		9
bohatyry		63
bohem		9
bohosluzba		12
bohosluzbe		6
bohosluzbou		3
bohosluzbu		15
bohosluzebna		9
bohosluzebne		51
bohosluzebnemu		3
bohosluzebny		3
bohosluzebnych		3
bohosluzebnym		3
bohove		111
bohu		198
bohum		195
bohy		201
bohyne		9
bohyni		3
boj		156
bojacny		3
boje		384
bojem		9
bojeschopny		15
bojeschopnych		6
boji		369
bojim		12
bojis		15
bojiste		6
bojite		21
bojoval		123
bojovali		102
bojovalo		3
bojovaly		6
bojovat		111
bojove		6
bojovnici		48
bojovnik		12
bojovnika		3
bojovniku		39
bojovnikum		3
bojovniky		27
bojovny		3
bojovy		3
bojovych		6
bojte		15
boju		9
bojuj		6
bojuje		21
bojujete		9
bojuji		15
bojujte		3
bojum		3
bok		21
bokem		6
boku		114
boky		6
bolest		72
bolestech		21
bolestem		3
bolesti		93
bolestmi		3
bolestna		6
bolestne		3
bolestnou		3
bolestnym		3
boliva		3
boltec		3
bor		3
boreni		3
boreno		3
bori		12
boril		21
borili		9
borim		9
borime		3
boris		6
borit		12
borte		3
bortici		3
bortila		3
bos		3
bosa		3
bose		3
bosy		9
bota		3
botu		12
boulemi		3
boure		33
bouri		42
bourici		3
bouricim		3
bourili		9
bourilo		6
bouris		6
bourit		9
bourite		3
bourkova		3
bourliva		3
bourlivou		3
bourlivy		9
bourneho		3
bournemu		6
bourny		6
bozak		3
bozich		3
bozim		3
bozimu		6
boziste		6
bozisti		24
bozni		6
boznost		3
bozny		3
bozska		12
bozske		15
bozskem		3
bozsky		12
bozstev		9
bozsti		6
bozstva		27
bozstvem		3
bozstvi		6
bozstvo		3
bozstvu		12
bozstvum		18
bozstvy		9
braceji		3
braci		3
bracim		3
brada		6
bradavky		9
brade		9
bradu		12
brady		9
braham		267
brahama		120
brahame		15
brahamem		30
brahamova		39
brahamove		9
brahamovi		177
brahamovo		9
brahamovu		6
brahamovy		6
brahamovych		6
brahamovym		6
brahamovymi		9
brahamuv		45
bral		36
brala		3
brali		24
bram		84
brama		24
brame		3
bramem		9
bramova		15
bramove		3
bramovi		45
bran		120
brana		75
branach		114
branam		30
branami		27
brane		243
brani		21
branici		3
branil		9
branili		12
branilo		3
branils		3
branit		12
branneho		3
brannou		3
brano		3
branou		84
branu		60
brany		468
brasne		3
brasny		3
brat		105
brati		15
bratil		51
bratila		3
bratili		6
bratim		36
bratis-li		3
bratr		381
bratra		477
bratranci		3
bratranec		6
bratre		33
bratrech		3
bratrem		66
bratri		963
bratricek		3
bratrich		3
bratrim		198
bratrimi		48
bratrove		3
bratrovi		12
bratrovraha		3
bratrovy		3
bratrske		12
bratrskeho		3
bratrskou		12
bratrstvi		3
bratrstvo		3
bratru		201
bratrum		60
bratruv		3
bratry		402
bratte		36
brav		99
braval		3
bravem		21
bravu		174
brazdami		3
brazde		3
brazdy		9
breh		57
brehu		144
brehum		6
brehy		3
bremen		15
bremena		30
bremene		6
bremenem		24
bremeno		24
bremeny		6
brevna		3
brevno		3
brezi		12
brezich		6
brezte		6
bri		3
bricha		21
bricho		39
brime		24
brise		9
britva		9
britvou		9
britvu		3
britvy		3
brizka		3
brky		3
brlohy		3
brnkani		3
brod		3
brodech		6
brodi		6
brodil		3
brodiste		6
brodu		3
brodum		3
brody		9
brojnos		9
bron		3
brone		3
brony		3
bronz		18
bronzem		15
bronzova		15
bronzove		63
bronzoveho		15
bronzovem		6
bronzovou		18
bronzovy		39
bronzovych		36
bronzovym		15
bronzovymi		21
bronzu		78
brouci		12
broucich		3
brouku		3
brunatnejsi		3
brzo		51
brzy		27
bsadi		9
bsadili		15
bsadime		3
bsadite		3
bsah		3
bsaj		9
bsajem		3
bsajovi		3
bsalom		144
bsaloma		45
bsalome		15
bsalomem		36
bsalomova		9
bsalomovi		66
bsalomovu		6
bsan		6
bsela		3
bstavel		3
bstoji		3
bstoupi		3
btezkate		3
btizim		3
buben		6
bubinek		6
bubinkem		3
bubinku		12
bubinky		18
bubnem		3
bubnu		6
bucely		3
buceni		3
buci		3
bud		555
budce		3
bude		6702
bude-li		96
budem		21
budeme		303
budeme-li		9
budes		1137
budes-li		57
budete		978
budete-li		39
budi		21
budici		21
budiciho		3
budicimi		3
budicimu		3
budit		9
budiz		18
budka		6
budme		9
budou		3006
budou-li		45
budouci		24
budoucich		6
budouciho		12
budoucim		12
budoucimu		3
budoucna		3
budoucnost		24
budoucnosti		15
budoucnu		33
budov		3
budova		9
budoval		27
budovali		9
budovan		6
budovani		36
budovanim		6
budovat		24
budove		9
budovu		6
budovy		6
budte		123
budu		1155
budu-li		6
buduj		3
buduje		21
budujes		3
budujete		6
buduji		12
budujte		6
buh		63
bujare		3
buji		6
bujna		3
bujne		6
bujni		3
bulu		3
buraceni		9
buracenim		6
buraci		3
burcovala		3
burcuji		3
busi		3
busit		3
buzci		9
buzek		3
buzka		9
buzku		15
buzkum		3
buzky		57
bvod		3
bycci		9
bycek		51
bych		708
bychom		159
byci		15
bycich		6
bycka		234
byckem		15
bycku		75
byckum		3
bycky		45
bydlel		48
bydlela		12
bydleli		30
bydlena		3
bydleni		12
bydlet		156
bydlete		9
bydli		75
bydlici		15
bydlicim		3
bydlil		21
bydlili		12
bydlily		3
bydlim		9
bydlime		3
bydlis		24
bydliste		3
bydlit		21
bydlite		3
byk		63
byka		135
bykem		3
byku		60
byky		33
byl		4392
byla		1611
bylas		3
byli		2361
bylin		3
bylina		27
bylinach		3
bylinami		9
byline		3
bylinu		21
byliny		27
bylo		2490
bylou		3
bylozravce		3
byls		6
byly		804
bylych		3
bylym		3
bys		261
byste		189
bystre		6
bystreho		3
bystrejsi		3
bystrina		3
bystrinu		3
bystriny		12
byt		732
byte		6
bytecne		6
bytek		33
byti		6
bytkem		6
bytost		6
bytostem		3
bytosti		84
bytostmi		12
byva		93
byvaji		6
byvajici		6
byvajicim		3
byval		45
byvali		12
byvalo		18
byvaly		9
byvam		9
byvatele		33
byvatelstvo		3
byvatelum		3
c		57
cadicim		3
cap		9
capa		9
carka		6
carodej		3
carodeje		12
carodejstvi		3
carovala		3
carovani		3
carovanim		3
carovne		3
caru		3
cary		6
cas		807
case		138
casech		9
casem		21
casne		18
casneho		147
casnych		6
cast		69
caste		6
castech		15
castecne		12
casteji		3
castem		6
casti		114
castku		12
castky		9
casto		51
castokrat		3
castych		3
castym		3
casu		138
casum		3
casy		24
cedite		3
cednici		48
cedniky		3
cedr		18
cedrech		3
cedrem		6
cedrove		42
cedroveho		12
cedrovem		6
cedrovi		3
cedrovou		3
cedrovy		6
cedrovych		12
cedrovym		15
cedrovymi		9
cedru		33
cedrum		3
cedry		60
ceho		150
cehokoli		33
cehokoliv		3
cejch		12
ceka		60
cekaji		30
cekajicich		3
cekal		24
cekala		6
cekali		18
cekaly		3
cekam		27
cekame		6
cekane		3
cekani		3
cekanim		3
cekat		39
cekate		9
cekavali		3
cekavani		3
cekej		18
cekejte		6
cela		234
celadku		3
cele		972
celech		3
celed		309
celedech		3
celedemi		3
celedi		597
celedich		9
celedim		9
celeho		249
celek		15
celem		243
celemu		108
celence		3
celenka		6
celenku		27
celenky		3
celi		6
celickou		3
celist		12
celisti		24
celit		9
celkem		186
celkova		3
celkoveho		3
celkovy		3
celku		3
celnici		27
celnik		21
celnika		3
celniku		15
celniky		12
celo		27
celopal		12
celopalu		3
celopaly		6
celou		564
cely		729
celych		12
celym		324
cem		216
cemu		135
cena		9
cene		3
cenena		3
ceneni		6
ceni		6
cenil		3
cenili		3
cenne		3
cennejsi		9
cenny		6
cent		3
cenu		102
ceny		3
cepeli		6
cepicemi		3
cepu		3
cepum		6
cepy		9
cera		15
ceril		3
cerko		3
cerne		15
cernidlem		3
cerny		3
cernym		3
cero		9
cerpa		3
cerpadla		3
cerpala		3
cerpali		9
cerpat		24
cerstva		6
cerstve		12
cerstveho		24
cerstvou		9
cerstvy		24
cerstvym		6
cerv		18
cerva		3
cervanku		3
cerveneho		3
cervenohnedou		3
cervenohnedy		3
cervenou		3
cerveny		3
cervi		12
cervicek		3
cervicku		3
cervu		3
cervum		3
cervy		6
cery		9
cesacky		3
cesnek		3
cest		192
cesta		150
cestach		183
cestam		21
cestami		36
ceste		411
cestne		15
cestnem		3
cestni		3
cestou		417
cestovali		3
cestu		603
cesty		534
cete		3
cetl		24
cetli		12
cetlo		6
cetna		9
cetne		24
cetnejsi		6
cetni		3
cetnou		3
cetny		12
cetnych		12
cetnym		3
cetnymi		3
chab		90
chaba		18
chabem		12
chabova		33
chabove		6
chabovi		54
chabovu		9
chabovych		6
chabovym		15
chabuv		33
chadidskych		6
chagab		3
chagijska		3
chaia		3
chaikos		3
chaje		6
chaji		12
chajsti		3
chaju		3
chalcedon		3
chaluhy		3
chamatske		12
chameleon		3
chamtive		9
chamtivec		3
chamtivi		3
chamtivost		3
chamtivosti		15
chamulska		3
chanocka		3
chapalo		3
chapani		6
chapat		3
chape		15
chapeme		3
chapou		3
charchela		3
chargol		3
chasbaje		3
chasorskeho		3
chasorsky		6
chasorskym		3
chastariho		3
chasveros		27
chasverose		39
chasverosova		6
chasverosove		3
chasverosovi		12
chasverosovych		3
chatra		6
chatralo		3
chatrc		6
chatrnou		3
chaz		72
chaza		27
chazaje		3
chazeji		6
chazeli		3
chazjas		51
chazjase		12
chazjasem		6
chazjasi		3
chazjasova		27
chazjasovi		9
chazjasovych		9
chazove		3
chazovi		15
chazovych		9
chazuv		3
chbana		3
chce		291
chce-li		3
chceme		36
chces		144
chces-li		18
chcete		138
chcete-li		9
chci		222
cheberska		3
chebronska		6
chebronske		3
chebronskeho		3
chebronskemu		3
chebronsky		6
chebronskych		3
cheferska		6
chefersky		3
chelbonskym		3
chelecka		3
chermonska		3
chermonskych		3
cherovi		3
cherub		15
cheruba		42
cherube		3
cherubech		6
cherubem		3
cherubove		33
cherubu		42
cheruby		90
chesbonskeho		9
chesbonskemu		6
chesbonsky		6
chesbonskym		3
chesronska		6
chetejske		6
chetejsky		6
chetejskych		3
chetejskym		6
chetejskymi		3
chi		9
chiam		6
chichuda		3
chiezer		15
chiezera		3
chihud		3
chijas		36
chijase		15
chijasova		9
chijasovi		6
chijasuv		6
chikam		3
chikama		24
chikamova		12
chikamovi		6
chikamovu		9
chikamuv		6
chiluduv		15
chim		3
chima		3
chimaas		36
chimaasa		3
chimaasem		3
chimaasova		3
chiman		6
chimana		6
chimelek		12
chimeleka		12
chimelekem		6
chimelekova		3
chimelekovi		9
chimelekovu		3
chimeleku		3
chimelekuv		3
chimot		3
chinadab		3
chinoam		6
chinoamou		6
chinoamu		3
chinoamy		6
chira		12
chirama		3
chiry		3
chisachar		3
chisamakova		3
chisamakovu		3
chisamakuv		3
chisar		3
chitofel		36
chitofela		6
chitofelem		3
chitofelova		3
chitofelovi		6
chitofelovou		3
chitofelovu		3
chitub		9
chituba		15
chitubova		9
chitubovu		3
chitubuv		9
chivejsky		3
chivejskych		3
chjan		3
chjo		18
chlabu		3
chlad		9
chladna		3
chladne		3
chladnem		6
chladno		3
chladny		6
chladu		6
chlaj		3
chlajuv		3
chlapce		75
chlapcem		24
chlapci		30
chlapcova		3
chlapcovu		3
chlapcu		3
